creationDate,value
2024-07-12 06:20:45 -0500,14
2024-07-12 06:33:33 -0500,14
2024-07-12 06:48:34 -0500,15.5
2024-07-12 06:51:08 -0500,16
2024-07-12 07:00:46 -0500,14.5
2024-07-12 07:13:54 -0500,18
2024-07-12 07:21:13 -0500,21
2024-07-12 22:14:19 -0500,24.5
2024-07-12 22:24:16 -0500,24.5
2024-07-12 22:35:27 -0500,24
2024-07-12 22:44:18 -0500,21
2024-07-12 22:54:03 -0500,22.5
2024-07-12 23:04:03 -0500,23.5
2024-07-12 23:14:03 -0500,22
2024-07-12 23:25:43 -0500,22.5
2024-07-13 00:04:29 -0500,21.5
2024-07-13 00:42:11 -0500,18
2024-07-13 00:52:15 -0500,19
2024-07-13 01:02:19 -0500,18.5
2024-07-13 01:13:22 -0500,18.5
2024-07-13 01:15:26 -0500,19.5
2024-07-13 01:25:07 -0500,20.5
2024-07-13 01:42:44 -0500,19
2024-07-13 01:50:00 -0500,18
2024-07-13 01:58:23 -0500,17.5
2024-07-13 02:13:48 -0500,18.5
2024-07-13 02:14:19 -0500,17
2024-07-13 02:24:41 -0500,21.5
2024-07-13 02:41:21 -0500,22
2024-07-13 02:50:00 -0500,18
2024-07-13 03:03:19 -0500,17
2024-07-13 03:05:07 -0500,18.5
2024-07-13 03:14:38 -0500,16.5
2024-07-13 03:24:53 -0500,16
2024-07-13 03:43:14 -0500,15
2024-07-13 03:49:19 -0500,17
2024-07-13 03:58:23 -0500,16.5
2024-07-13 04:04:51 -0500,16
2024-07-13 04:16:27 -0500,16.5
2024-07-13 04:24:10 -0500,23.5
2024-07-13 04:34:12 -0500,17.5
2024-07-13 04:50:01 -0500,19
2024-07-13 04:54:25 -0500,14
2024-07-13 05:04:15 -0500,16
2024-07-13 21:11:44 -0500,24
2024-07-13 21:20:48 -0500,25.5
2024-07-13 21:51:09 -0500,23
2024-07-13 22:01:27 -0500,22
2024-07-13 22:11:11 -0500,26.5
2024-07-13 22:21:17 -0500,22.5
2024-07-13 22:36:54 -0500,23
2024-07-13 22:43:22 -0500,23
2024-07-13 22:57:03 -0500,22
2024-07-13 23:01:46 -0500,21
2024-07-13 23:12:03 -0500,22.5
2024-07-13 23:22:37 -0500,22
2024-07-13 23:32:12 -0500,21.5
2024-07-13 23:43:48 -0500,21.5
2024-07-13 23:56:37 -0500,20.5
2024-07-14 00:00:52 -0500,18.5
2024-07-14 00:15:05 -0500,20
2024-07-14 00:22:38 -0500,18.5
2024-07-14 00:37:31 -0500,17.5
2024-07-14 00:43:22 -0500,21
2024-07-14 00:57:04 -0500,18
2024-07-14 01:03:18 -0500,19
2024-07-14 01:13:16 -0500,17.5
2024-07-14 01:21:32 -0500,20
2024-07-14 01:37:10 -0500,17
2024-07-14 01:45:26 -0500,16.5
2024-07-14 01:51:46 -0500,18
2024-07-14 02:05:02 -0500,17.5
2024-07-14 02:10:40 -0500,18
2024-07-14 02:21:35 -0500,19.5
2024-07-14 02:33:27 -0500,23
2024-07-14 02:40:41 -0500,20
2024-07-14 02:51:11 -0500,23.5
2024-07-14 03:03:18 -0500,18
2024-07-14 03:15:02 -0500,17.5
2024-07-14 03:22:39 -0500,16.5
2024-07-14 03:35:01 -0500,17.5
2024-07-14 03:44:27 -0500,17
2024-07-14 03:51:04 -0500,16
2024-07-14 04:05:03 -0500,16.5
2024-07-14 04:12:02 -0500,16.5
2024-07-14 04:21:25 -0500,15
2024-07-14 04:31:09 -0500,21
2024-07-14 04:42:59 -0500,23.5
2024-07-14 04:55:01 -0500,17.5
2024-07-14 05:02:02 -0500,22.5
2024-07-14 05:16:53 -0500,18
2024-07-14 05:22:37 -0500,22.5
2024-07-14 05:31:38 -0500,15
2024-07-14 05:45:46 -0500,15.5
2024-07-14 05:52:07 -0500,17.5
2024-07-14 06:07:12 -0500,16.5
2024-07-14 06:12:01 -0500,17.5
2024-07-14 06:25:00 -0500,17.5
2024-07-14 06:32:03 -0500,16
2024-07-14 06:41:14 -0500,23
2024-07-14 06:55:01 -0500,15
2024-07-14 07:03:21 -0500,14.5
2024-07-14 07:12:27 -0500,15
2024-07-14 07:27:02 -0500,17.5
2024-07-14 07:31:44 -0500,17
2024-07-14 07:45:07 -0500,22
2024-07-14 07:57:08 -0500,16
2024-07-14 08:01:04 -0500,17.5
2024-07-14 08:11:12 -0500,18.5
2024-07-14 08:22:16 -0500,17
2024-07-14 08:30:47 -0500,23
2024-07-14 21:20:35 -0500,28
2024-07-15 23:15:07 -0500,22.5
2024-07-15 23:29:29 -0500,20.5
2024-07-15 23:41:11 -0500,16.5
2024-07-15 23:48:16 -0500,20
2024-07-15 23:55:02 -0500,20
2024-07-16 00:04:52 -0500,18.5
2024-07-16 00:15:40 -0500,16.5
2024-07-16 00:24:58 -0500,16.5
2024-07-16 00:37:15 -0500,18.5
2024-07-16 00:45:18 -0500,17
2024-07-16 00:55:11 -0500,18
2024-07-16 01:07:51 -0500,16.5
2024-07-16 01:19:13 -0500,17.5
2024-07-16 01:26:56 -0500,16.5
2024-07-16 01:34:49 -0500,17.5
2024-07-16 01:44:41 -0500,16
2024-07-16 01:55:21 -0500,15.5
2024-07-16 02:04:44 -0500,18
2024-07-16 02:17:57 -0500,17
2024-07-16 02:27:26 -0500,17.5
2024-07-16 02:34:48 -0500,18.5
2024-07-16 02:44:38 -0500,19.5
2024-07-16 02:56:23 -0500,19
2024-07-16 03:05:15 -0500,15.5
2024-07-16 03:15:29 -0500,15
2024-07-16 03:27:27 -0500,15
2024-07-16 03:37:27 -0500,15
2024-07-16 03:44:45 -0500,15
2024-07-16 03:56:39 -0500,15
2024-07-16 04:07:32 -0500,14
2024-07-16 04:15:06 -0500,14.5
2024-07-16 04:25:59 -0500,14
2024-07-16 04:34:53 -0500,14.5
2024-07-16 04:44:39 -0500,15.5
2024-07-16 04:55:00 -0500,15
2024-07-16 05:05:29 -0500,16
2024-07-16 05:16:04 -0500,19
2024-07-16 05:35:58 -0500,16.5
2024-07-16 05:45:24 -0500,15.5
2024-07-16 05:54:35 -0500,14.5
2024-07-16 06:06:39 -0500,12.5
2024-07-16 06:16:25 -0500,15
2024-07-16 06:24:47 -0500,16
2024-07-16 06:34:36 -0500,16.5
2024-07-16 06:55:00 -0500,13.5
2024-07-16 07:14:44 -0500,16.5
2024-07-16 07:27:41 -0500,15
2024-07-16 07:35:00 -0500,16
2024-07-16 07:44:41 -0500,17
2024-07-16 07:54:54 -0500,22
2024-07-16 08:06:03 -0500,25.5
2024-07-16 20:20:47 -0500,28.5
2024-07-16 20:30:36 -0500,25.5
2024-07-16 20:41:35 -0500,25
2024-07-16 20:50:40 -0500,25.5
2024-07-16 21:11:35 -0500,23.5
2024-07-16 21:20:42 -0500,20.5
2024-07-16 21:30:36 -0500,21.5
2024-07-16 21:42:31 -0500,19.5
2024-07-16 21:52:40 -0500,18
2024-07-16 22:01:21 -0500,17
2024-07-16 22:11:20 -0500,16
2024-07-17 22:17:33 -0500,24.5
2024-07-17 22:27:24 -0500,23
2024-07-17 22:39:31 -0500,21.5
2024-07-17 22:49:27 -0500,18
2024-07-17 22:59:47 -0500,18
2024-07-17 23:12:42 -0500,18.5
2024-07-17 23:16:58 -0500,18
2024-07-17 23:28:43 -0500,19.5
2024-07-17 23:36:35 -0500,19
2024-07-17 23:50:03 -0500,18
2024-07-17 23:57:05 -0500,17
2024-07-18 00:06:18 -0500,18.5
2024-07-18 00:22:24 -0500,19
2024-07-18 00:29:26 -0500,20.5
2024-07-18 00:41:26 -0500,19.5
2024-07-18 00:50:00 -0500,15.5
2024-07-18 20:30:38 -0500,22.5
2024-07-18 20:53:07 -0500,25.5
2024-07-18 21:12:34 -0500,19.5
2024-07-18 21:30:39 -0500,22
2024-07-19 23:21:47 -0500,25
2024-07-19 23:30:55 -0500,20
2024-07-19 23:40:42 -0500,24
2024-07-20 00:01:51 -0500,21.5
2024-07-20 00:18:19 -0500,20.5
2024-07-20 00:27:33 -0500,18
2024-07-20 00:38:07 -0500,17.5
2024-07-20 00:43:09 -0500,17.5
2024-07-20 00:54:33 -0500,17.5
2024-07-20 01:01:08 -0500,19
2024-07-20 01:11:47 -0500,17.5
2024-07-20 01:21:08 -0500,17.5
2024-07-20 01:32:24 -0500,16
2024-07-20 01:41:12 -0500,17
2024-07-20 01:52:06 -0500,15.5
2024-07-20 02:09:34 -0500,15.5
2024-07-20 02:12:11 -0500,16.5
2024-07-20 02:22:22 -0500,16.5
2024-07-20 02:32:34 -0500,18
2024-07-20 02:41:00 -0500,15
2024-07-20 02:52:31 -0500,15.5
2024-07-20 03:10:11 -0500,18
2024-07-20 03:12:54 -0500,15.5
2024-07-20 03:23:54 -0500,16.5
2024-07-20 03:34:21 -0500,15.5
2024-07-20 03:40:48 -0500,15
2024-07-20 03:58:24 -0500,16
2024-07-20 04:07:46 -0500,15.5
2024-07-20 04:13:17 -0500,17
2024-07-20 04:28:29 -0500,16
2024-07-20 04:38:36 -0500,15
2024-07-20 04:41:33 -0500,15
2024-07-20 04:53:33 -0500,14
2024-07-20 05:02:57 -0500,15
2024-07-20 05:13:20 -0500,16.5
2024-07-20 05:25:36 -0500,15
2024-07-20 05:33:26 -0500,12.5
2024-07-20 05:44:59 -0500,20.5
2024-07-20 06:00:00 -0500,15
2024-07-20 06:03:52 -0500,15
2024-07-20 06:15:10 -0500,14.5
2024-07-20 06:24:03 -0500,15
2024-07-20 06:35:53 -0500,14
2024-07-20 06:50:45 -0500,14.5
2024-07-20 07:14:44 -0500,13.5
2024-07-20 07:25:46 -0500,12
2024-07-20 07:35:59 -0500,16.5
2024-07-20 07:43:09 -0500,15.5
2024-07-20 07:57:36 -0500,17
2024-07-20 08:00:58 -0500,15.5
2024-07-20 08:11:09 -0500,14.5
2024-07-20 08:22:17 -0500,21.5
2024-07-20 08:34:23 -0500,18
2024-07-20 08:44:39 -0500,12
2024-07-20 08:55:01 -0500,16
2024-07-20 09:02:31 -0500,15.5
2024-07-20 09:11:54 -0500,17
2024-07-20 09:24:33 -0500,17.5
2024-07-20 09:33:48 -0500,15.5
2024-07-20 09:42:13 -0500,13.5
2024-07-21 00:10:01 -0500,27
2024-07-21 00:19:52 -0500,30.5
2024-07-21 01:19:53 -0500,28.5
2024-07-21 03:09:46 -0500,20.5
2024-07-21 03:30:07 -0500,23.5
2024-07-21 03:40:09 -0500,20.5
2024-07-21 03:50:13 -0500,20.5
2024-07-21 04:00:14 -0500,19
2024-07-21 04:15:14 -0500,17.5
2024-07-21 04:20:14 -0500,19
2024-07-21 04:29:58 -0500,18.5
2024-07-21 04:45:16 -0500,15.5
2024-07-21 04:50:02 -0500,17
2024-07-21 05:00:44 -0500,17
2024-07-21 05:15:29 -0500,17.5
2024-07-21 05:20:17 -0500,17
2024-07-21 05:31:38 -0500,18
2024-07-21 05:39:48 -0500,18.5
2024-07-21 05:50:02 -0500,16
2024-07-21 06:00:00 -0500,24.5
2024-07-21 06:11:19 -0500,18
2024-07-21 06:20:19 -0500,21
2024-07-21 06:31:11 -0500,15
2024-07-21 06:49:28 -0500,17
2024-07-21 06:50:00 -0500,16.5
2024-07-21 06:59:49 -0500,16
2024-07-21 07:13:30 -0500,16
2024-07-21 07:19:50 -0500,15.5
2024-07-21 07:32:11 -0500,17
2024-07-21 07:39:55 -0500,17
2024-07-21 07:50:01 -0500,15.5
2024-07-21 08:02:21 -0500,16
2024-07-21 08:10:42 -0500,22.5
2024-07-21 08:20:11 -0500,16.5
2024-07-22 20:11:48 -0500,16.5
2024-07-22 20:20:35 -0500,13.5
2024-07-22 20:31:56 -0500,15
2024-07-22 20:41:42 -0500,16.5
2024-07-22 20:50:35 -0500,15.5
2024-07-22 21:00:36 -0500,15.5
2024-07-22 21:13:16 -0500,14.5
2024-07-22 21:28:53 -0500,15
2024-07-22 21:30:46 -0500,15
2024-07-22 21:41:20 -0500,15
2024-07-22 21:51:19 -0500,16.5
2024-07-22 22:04:06 -0500,15
2024-07-22 22:11:44 -0500,16.5
2024-07-22 22:24:21 -0500,16.5
2024-07-22 22:32:24 -0500,16.5
2024-07-22 22:44:11 -0500,14.5
2024-07-22 22:50:50 -0500,15
2024-07-22 23:01:48 -0500,14.5
2024-07-22 23:11:29 -0500,15.5
2024-07-22 23:25:01 -0500,15
2024-07-22 23:32:14 -0500,33
2024-07-22 23:45:01 -0500,15
2024-07-22 23:52:03 -0500,15.5
2024-07-23 00:10:07 -0500,15.5
2024-07-23 00:15:03 -0500,15
2024-07-23 00:25:04 -0500,15.5
2024-07-23 00:40:07 -0500,15
2024-07-23 00:41:30 -0500,21.5
2024-07-23 00:51:03 -0500,21.5
2024-07-23 01:01:11 -0500,16.5
2024-07-23 01:15:05 -0500,13
2024-07-23 01:26:19 -0500,15
2024-07-23 01:40:11 -0500,14
2024-07-23 01:45:06 -0500,13.5
2024-07-23 01:55:42 -0500,14.5
2024-07-23 02:01:47 -0500,15
2024-07-23 02:13:55 -0500,14
2024-07-23 02:22:16 -0500,16
2024-07-23 02:31:56 -0500,15
2024-07-23 02:42:25 -0500,15.5
2024-07-23 02:57:54 -0500,17
2024-07-23 03:00:42 -0500,15.5
2024-07-23 03:11:07 -0500,20.5
2024-07-23 03:22:57 -0500,14.5
2024-07-23 03:40:17 -0500,15.5
2024-07-23 03:41:05 -0500,16
2024-07-23 03:51:47 -0500,17.5
2024-07-23 04:02:42 -0500,16
2024-07-23 04:10:56 -0500,20
2024-07-23 04:29:58 -0500,14.5
2024-07-23 04:33:55 -0500,17.5
2024-07-23 04:44:01 -0500,16.5
2024-07-23 04:55:00 -0500,17
2024-07-23 05:02:46 -0500,18
2024-07-23 05:12:22 -0500,16.5
2024-07-23 05:20:45 -0500,13.5
2024-07-23 05:31:17 -0500,15
2024-07-23 05:41:31 -0500,14.5
2024-07-23 05:50:48 -0500,16.5
2024-07-23 06:01:20 -0500,20.5
2024-07-23 06:15:55 -0500,17
2024-07-23 06:21:27 -0500,15
2024-07-23 06:35:19 -0500,18.5
2024-07-23 06:45:58 -0500,17
2024-07-23 06:52:34 -0500,16.5
2024-07-23 07:01:00 -0500,15.5
2024-07-23 20:50:36 -0500,26
2024-07-23 21:20:47 -0500,30
2024-07-23 21:30:37 -0500,27
2024-07-23 21:51:13 -0500,26.5
2024-07-23 22:01:36 -0500,25
2024-07-23 22:15:33 -0500,24
2024-07-23 22:24:44 -0500,20
2024-07-23 22:32:22 -0500,21.5
2024-07-23 22:48:53 -0500,21
2024-07-23 22:50:48 -0500,21
2024-07-23 23:00:52 -0500,23
2024-07-23 23:10:56 -0500,23
2024-07-23 23:23:47 -0500,19.5
2024-07-23 23:34:22 -0500,19.5
2024-07-23 23:44:24 -0500,19
2024-07-24 00:00:35 -0500,19.5
2024-07-24 00:00:39 -0500,18.5
2024-07-24 00:17:04 -0500,18.5
2024-07-24 00:27:09 -0500,16.5
2024-07-24 00:36:10 -0500,17
2024-07-24 00:46:55 -0500,17
2024-07-24 00:54:35 -0500,18.5
2024-07-24 01:02:43 -0500,19
2024-07-24 01:13:22 -0500,17
2024-07-24 01:23:26 -0500,17
2024-07-24 01:33:28 -0500,18.5
2024-07-24 01:48:27 -0500,19.5
2024-07-24 02:00:05 -0500,19
2024-07-24 02:09:23 -0500,19.5
2024-07-24 02:19:58 -0500,19.5
2024-07-24 02:30:01 -0500,19
2024-07-24 02:40:03 -0500,17.5
2024-07-24 02:41:14 -0500,17.5
2024-07-24 03:00:02 -0500,15.5
2024-07-24 03:02:43 -0500,18.5
2024-07-24 03:11:28 -0500,16.5
2024-07-24 03:21:37 -0500,15.5
2024-07-24 03:31:56 -0500,16
2024-07-24 03:42:27 -0500,15.5
2024-07-24 03:51:47 -0500,16.5
2024-07-24 04:00:58 -0500,16.5
2024-07-24 04:11:04 -0500,15.5
2024-07-24 04:22:28 -0500,17.5
2024-07-24 04:31:38 -0500,20.5
2024-07-24 04:55:00 -0500,13
2024-07-24 05:05:25 -0500,17.5
2024-07-24 23:40:55 -0500,31
2024-07-25 00:41:21 -0500,30.5
2024-07-25 01:00:41 -0500,30
2024-07-25 01:20:49 -0500,24.5
2024-07-25 01:36:27 -0500,23
2024-07-25 01:42:19 -0500,22.5
2024-07-25 01:51:28 -0500,22
2024-07-25 02:00:41 -0500,21
2024-07-25 02:14:05 -0500,21
2024-07-25 02:20:41 -0500,21
2024-07-25 02:33:13 -0500,19
2024-07-25 02:43:06 -0500,21
2024-07-25 02:51:31 -0500,21
2024-07-25 03:02:41 -0500,20.5
2024-07-25 03:14:02 -0500,21
2024-07-25 03:21:33 -0500,21.5
2024-07-25 03:34:49 -0500,20.5
2024-07-25 03:41:22 -0500,17.5
2024-07-25 03:51:35 -0500,17
2024-07-25 04:01:44 -0500,18.5
2024-07-25 04:16:47 -0500,18.5
2024-07-25 04:21:36 -0500,19.5
2024-07-25 04:32:49 -0500,20
2024-07-25 04:49:59 -0500,20
2024-07-25 04:51:38 -0500,19.5
2024-07-25 05:00:45 -0500,18.5
2024-07-25 05:11:31 -0500,16.5
2024-07-25 05:21:38 -0500,17
2024-07-25 05:33:26 -0500,19
2024-07-25 05:46:40 -0500,19
2024-07-25 05:51:04 -0500,18
2024-07-25 06:03:31 -0500,18
2024-07-25 06:12:19 -0500,18.5
2024-07-25 06:21:40 -0500,19
2024-07-25 06:36:41 -0500,17
2024-07-25 06:41:37 -0500,17
2024-07-25 06:51:42 -0500,18.5
2024-07-25 07:01:08 -0500,17.5
2024-07-25 07:14:03 -0500,20
2024-07-25 07:21:44 -0500,19.5
2024-07-25 07:34:36 -0500,20
2024-07-25 07:43:31 -0500,19.5
2024-07-25 07:51:12 -0500,17
2024-07-25 08:00:52 -0500,18.5
2024-07-25 08:11:15 -0500,17.5
2024-07-25 08:21:04 -0500,16.5
2024-07-25 20:14:39 -0500,22
2024-07-25 20:21:19 -0500,24
2024-07-25 20:31:02 -0500,19
2024-07-25 20:44:00 -0500,19
2024-07-25 20:50:54 -0500,18.5
2024-07-25 21:00:35 -0500,18.5
2024-07-25 21:12:48 -0500,19
2024-07-25 21:25:05 -0500,19.5
2024-07-25 21:30:43 -0500,18.5
2024-07-25 21:44:44 -0500,18
2024-07-25 21:50:44 -0500,18.5
2024-07-25 22:02:09 -0500,17.5
2024-07-25 22:12:23 -0500,19.5
2024-07-25 22:23:43 -0500,20.5
2024-07-25 22:30:37 -0500,21
2024-07-25 22:47:28 -0500,19
2024-07-25 22:59:00 -0500,19
2024-07-25 23:00:37 -0500,19
2024-07-25 23:14:03 -0500,17
2024-07-25 23:26:10 -0500,19
2024-07-25 23:34:00 -0500,18.5
2024-07-25 23:41:03 -0500,15.5
2024-07-25 23:51:41 -0500,17.5
2024-07-26 00:01:37 -0500,16.5
2024-07-26 00:12:03 -0500,18
2024-07-26 00:20:55 -0500,20
2024-07-26 00:31:00 -0500,19.5
2024-07-26 00:46:16 -0500,21
2024-07-26 00:51:14 -0500,19.5
2024-07-26 01:01:15 -0500,20.5
2024-07-26 01:13:05 -0500,17.5
2024-07-26 01:20:48 -0500,17.5
2024-07-26 01:34:50 -0500,17
2024-07-26 01:40:40 -0500,18
2024-07-26 02:20:43 -0500,27.5
2024-07-26 02:30:41 -0500,27
2024-07-26 02:41:01 -0500,26
2024-07-26 20:35:10 -0500,28.5
2024-07-26 23:54:55 -0500,29.5
2024-07-27 00:14:17 -0500,24
2024-07-27 00:29:28 -0500,24
2024-07-27 00:35:30 -0500,24
2024-07-27 00:45:43 -0500,25
2024-07-27 00:59:01 -0500,22
2024-07-27 01:06:00 -0500,24
2024-07-27 01:15:08 -0500,23.5
2024-07-27 01:28:18 -0500,18
2024-07-27 01:36:29 -0500,20
2024-07-27 01:45:44 -0500,18.5
2024-07-27 01:58:47 -0500,20.5
2024-07-27 02:07:00 -0500,19.5
2024-07-27 02:15:46 -0500,19.5
2024-07-27 02:24:42 -0500,16.5
2024-07-27 02:35:05 -0500,19.5
2024-07-27 02:44:36 -0500,18
2024-07-27 02:58:16 -0500,18.5
2024-07-27 03:06:20 -0500,20.5
2024-07-27 03:14:46 -0500,20.5
2024-07-27 03:25:01 -0500,20
2024-07-27 03:37:52 -0500,20.5
2024-07-27 03:44:12 -0500,17
2024-07-27 03:59:01 -0500,17.5
2024-07-27 04:07:50 -0500,20.5
2024-07-27 04:15:50 -0500,20
2024-07-27 04:24:55 -0500,20.5
2024-07-27 04:36:08 -0500,19.5
2024-07-27 04:45:30 -0500,21
2024-07-27 04:55:00 -0500,21
2024-07-27 05:04:17 -0500,19.5
2024-07-27 05:15:52 -0500,20
2024-07-27 05:29:21 -0500,19
2024-07-27 05:38:53 -0500,20
2024-07-27 05:45:53 -0500,19.5
2024-07-27 05:54:27 -0500,18.5
2024-07-27 06:07:54 -0500,16
2024-07-27 06:15:54 -0500,20.5
2024-07-27 06:24:56 -0500,21
2024-07-27 06:34:36 -0500,21
2024-07-27 06:45:53 -0500,21
2024-07-27 06:55:00 -0500,21.5
2024-07-27 07:04:45 -0500,22
2024-07-27 07:14:44 -0500,19.5
2024-07-27 07:25:07 -0500,19.5
2024-07-27 07:34:38 -0500,17
2024-07-27 07:44:26 -0500,17.5
2024-07-27 21:31:20 -0500,30
2024-07-27 22:01:05 -0500,34
2024-07-27 22:50:37 -0500,31.5
2024-07-27 23:00:48 -0500,29
2024-07-27 23:10:47 -0500,30
2024-07-27 23:42:27 -0500,25.5
2024-07-28 00:05:50 -0500,30.5
2024-07-28 00:11:31 -0500,30
2024-07-28 00:21:56 -0500,25.5
2024-07-28 00:31:17 -0500,24
2024-07-28 00:45:02 -0500,18
2024-07-28 00:51:42 -0500,19.5
2024-07-28 01:01:50 -0500,20.5
2024-07-28 01:13:33 -0500,20
2024-07-28 01:26:03 -0500,18
2024-07-28 01:40:13 -0500,17.5
2024-07-28 01:45:05 -0500,17
2024-07-28 01:59:39 -0500,17
2024-07-28 02:00:58 -0500,16.5
2024-07-28 02:10:49 -0500,17
2024-07-28 02:21:44 -0500,16.5
2024-07-28 02:37:32 -0500,16
2024-07-28 02:45:08 -0500,17
2024-07-28 02:52:19 -0500,16
2024-07-28 03:01:46 -0500,16
2024-07-28 03:37:01 -0500,17
2024-07-28 03:45:11 -0500,16
2024-07-28 03:54:03 -0500,18.5
2024-07-28 04:10:13 -0500,15.5
2024-07-28 04:10:52 -0500,16.5
2024-07-28 04:22:28 -0500,15.5
2024-07-28 04:38:34 -0500,15.5
2024-07-28 04:45:14 -0500,13.5
2024-07-28 04:53:00 -0500,13.5
2024-07-28 05:00:48 -0500,13
2024-07-28 05:15:16 -0500,14
2024-07-28 05:20:45 -0500,16
2024-07-28 05:30:44 -0500,16
2024-07-28 05:42:44 -0500,16
2024-07-28 06:00:00 -0500,15.5
2024-07-28 06:04:31 -0500,16
2024-07-28 06:11:07 -0500,14.5
2024-07-28 06:24:45 -0500,21
2024-07-28 06:30:52 -0500,14
2024-07-28 06:40:53 -0500,14.5
2024-07-28 06:50:49 -0500,14
2024-07-28 07:00:45 -0500,14.5
2024-07-28 07:10:48 -0500,15
2024-07-28 07:21:29 -0500,14
2024-07-28 07:33:09 -0500,14
2024-07-28 07:41:51 -0500,18
2024-07-28 07:55:48 -0500,13.5
2024-07-28 08:02:03 -0500,16
2024-07-28 08:10:52 -0500,15.5
2024-07-28 08:23:33 -0500,15.5
2024-07-28 08:37:45 -0500,16.5
2024-07-28 08:42:53 -0500,16
2024-07-28 08:55:01 -0500,13.5
2024-07-28 09:03:44 -0500,13.5
2024-07-28 09:10:52 -0500,15
2024-07-28 09:23:29 -0500,15
2024-07-28 09:31:24 -0500,16.5
2024-07-28 09:41:48 -0500,17
2024-07-28 09:57:03 -0500,17
2024-07-28 21:10:38 -0500,25
2024-07-28 21:20:35 -0500,27
2024-07-28 22:50:37 -0500,31
2024-07-28 23:00:37 -0500,26.5
2024-07-29 00:20:56 -0500,27
2024-07-29 00:40:38 -0500,30.5
2024-07-29 01:41:03 -0500,25
2024-07-29 02:01:30 -0500,28
2024-07-29 02:42:11 -0500,26
2024-07-29 02:53:39 -0500,19.5
2024-07-29 03:07:06 -0500,20.5
2024-07-29 03:14:58 -0500,20
2024-07-29 03:25:51 -0500,20.5
2024-07-29 03:37:14 -0500,21
2024-07-29 03:44:21 -0500,22
2024-07-29 03:57:04 -0500,18.5
2024-07-29 04:07:09 -0500,19
2024-07-29 04:10:42 -0500,18.5
2024-07-29 04:20:50 -0500,18.5
2024-07-29 04:37:21 -0500,17
2024-07-29 04:40:43 -0500,17.5
2024-07-29 04:55:00 -0500,18.5
2024-07-29 05:01:18 -0500,18
2024-07-29 05:12:22 -0500,18
2024-07-29 05:23:20 -0500,17.5
2024-07-29 05:31:24 -0500,16.5
2024-07-29 05:42:17 -0500,15.5
2024-07-29 05:52:51 -0500,18.5
2024-07-29 06:03:43 -0500,15.5
2024-07-29 06:10:52 -0500,20
2024-07-29 06:21:19 -0500,18
2024-07-29 06:32:15 -0500,18
2024-07-29 06:44:06 -0500,18
2024-07-29 06:52:24 -0500,18
2024-07-29 07:00:50 -0500,18.5
2024-07-29 07:10:45 -0500,17
2024-07-29 07:20:45 -0500,16.5
2024-07-29 07:31:23 -0500,17
2024-07-29 22:20:05 -0500,13
2024-07-29 22:30:05 -0500,32
2024-07-29 23:00:06 -0500,31
2024-07-29 23:41:12 -0500,22.5
2024-07-29 23:56:12 -0500,22
2024-07-30 00:06:47 -0500,20.5
2024-07-30 00:10:56 -0500,22
2024-07-30 00:26:13 -0500,21.5
2024-07-30 00:33:29 -0500,21.5
2024-07-30 00:41:03 -0500,21.5
2024-07-30 00:50:26 -0500,22.5
2024-07-30 01:02:48 -0500,22
2024-07-30 01:41:15 -0500,19.5
2024-07-30 01:50:08 -0500,19.5
2024-07-30 02:00:48 -0500,19.5
2024-07-30 02:10:51 -0500,19.5
2024-07-30 02:20:14 -0500,18.5
2024-07-30 02:34:32 -0500,19.5
2024-07-30 02:41:19 -0500,20.5
2024-07-30 02:51:48 -0500,19.5
2024-07-30 03:01:04 -0500,19.5
2024-07-30 03:10:54 -0500,18.5
2024-07-30 03:21:44 -0500,20.5
2024-07-30 03:33:24 -0500,20
2024-07-30 03:40:30 -0500,19
2024-07-30 03:50:10 -0500,19.5
2024-07-30 04:02:49 -0500,19
2024-07-30 04:10:10 -0500,16.5
2024-07-30 04:21:29 -0500,17
2024-07-30 04:34:37 -0500,18
2024-07-30 04:40:26 -0500,17.5
2024-07-30 04:53:50 -0500,18
2024-07-30 05:01:14 -0500,18.5
2024-07-30 05:30:21 -0500,17.5
2024-07-30 05:41:17 -0500,17
2024-07-30 06:00:46 -0500,23.5
2024-07-30 06:10:53 -0500,23
2024-07-30 06:22:57 -0500,20.5
2024-07-30 06:33:07 -0500,20.5
2024-07-30 06:41:25 -0500,21
2024-07-30 06:50:42 -0500,21
2024-07-30 07:01:00 -0500,19.5
2024-07-30 07:10:13 -0500,17
2024-07-30 07:21:16 -0500,28.5
2024-07-30 07:30:26 -0500,27.5
2024-07-30 07:40:15 -0500,28
2024-07-30 20:30:34 -0500,31.5
2024-07-30 22:00:58 -0500,24.5
2024-07-30 22:10:48 -0500,24.5
2024-07-30 22:21:17 -0500,24
2024-07-30 22:30:44 -0500,23.5
2024-07-30 22:40:43 -0500,21
2024-07-30 22:57:02 -0500,20.5
2024-07-30 23:01:00 -0500,21.5
2024-07-30 23:10:54 -0500,21
2024-07-30 23:23:00 -0500,20.5
2024-07-30 23:31:01 -0500,21
2024-07-30 23:41:35 -0500,19.5
2024-07-30 23:57:04 -0500,19.5
2024-07-31 00:01:03 -0500,19
2024-07-31 00:10:48 -0500,19
2024-07-31 00:22:11 -0500,18.5
2024-07-31 00:31:04 -0500,16.5
2024-07-31 00:41:19 -0500,20
2024-07-31 00:57:13 -0500,20
